,0
2011-01-31,0.9539898604069728
2011-02-28,0.9556844225293422
2011-03-31,0.961115355233002
2011-04-29,0.9442600180568095
2011-05-31,0.9472880061115354
2011-06-30,0.947788040836169
2011-07-29,0.938655462184874
2011-08-31,0.9418709632613373
2011-09-30,0.9487950552121673
2011-10-31,0.9237724842002917
2011-11-30,0.927244947565803
2011-12-30,0.9410375720536146
2012-01-31,0.9314327383846098
2012-02-29,0.9432877283144662
2012-03-30,0.9482741857073406
2012-04-30,0.9514202375164942
2012-05-31,0.959823598861032
2012-06-29,0.9712549482602957
2012-07-31,0.9661087575526077
2012-08-31,0.9605389263143272
2012-09-28,0.9629696506701853
2012-10-31,0.970782693242586
2012-11-30,0.971324397527606
2012-12-31,0.9689909021459824
2013-01-31,0.9649142301548719
2013-02-28,0.9540245850406277
2013-03-29,0.9679074935759426
2013-04-30,0.9549760400027779
2013-05-31,0.9564344746162927
2013-06-28,0.9412042502951593
2013-07-31,0.912091117438711
2013-08-30,0.9361900131953608
2013-09-30,0.939641641780679
2013-10-31,0.9159872213348147
2013-11-29,0.9430446558788804
2013-12-31,0.9368845058684631
2014-01-31,0.9439197166469893
2014-02-28,0.9531495242725189
2014-03-31,0.9458712410584067
2014-04-30,0.944135009375651
2014-05-30,0.9328911729981246
2014-06-30,0.9693103687756095
2014-07-31,0.9432668935342731
2014-08-29,0.9458087367178274
2014-09-30,0.9470240988957566
2014-10-31,0.9460656990068753
2014-11-28,0.9486144871171607
2014-12-31,0.9371067435238558
2015-01-30,0.9698173484269741
2015-02-27,0.9532884228071393
2015-03-31,0.9597333148135286
2015-04-30,0.9472602264046112
2015-05-29,0.9319258281825127
2015-06-30,0.9456003889158967
2015-07-31,0.9527814431557747
2015-08-31,0.9602819640252794
2015-09-30,0.947788040836169
2015-10-19,0.9697409542329327
