,0
2010-12-31,-0.015570525730953537
2011-01-31,0.25626085144801725
2011-02-28,-0.0529342315438572
2011-03-31,-0.09697201194527397
2011-04-29,-0.03918327661643169
2011-05-31,0.027689422876588647
2011-06-30,0.04345440655601083
2011-07-29,-0.03689839572192513
2011-08-31,0.06514341273699562
2011-09-30,0.14325300368081115
2011-10-31,0.05442739079102715
2011-11-30,-0.05176748385304534
2011-12-30,0.11975831654976038
2012-01-31,0.103027988054726
2012-02-29,0.0585526772692548
2012-03-30,0.10969511771650808
2012-04-30,0.1619695812209181
2012-05-31,0.16806028196402525
2012-06-29,0.13101604278074866
2012-07-31,0.05628863115494131
2012-08-31,0.11697340093062017
2012-09-28,0.08966594902423779
2012-10-31,-0.08899229113132855
2012-11-30,-0.04939926383776651
2012-12-31,-0.048475588582540446
2013-01-31,-0.09073546774081531
2013-02-28,0.12125842072366136
2013-03-29,-0.12581429265921243
2013-04-30,0.05444128064448919
2013-05-31,-0.007979720813945412
2013-06-28,-0.15637197027571356
2013-07-31,-0.2020001388985346
2013-08-30,-0.01666782415445517
2013-09-30,0.12309882630738243
2013-10-31,-0.04097506771303562
2013-11-29,0.09306896312243904
2013-12-31,0.007340787554691297
2014-01-31,0.005271199388846447
2014-02-28,-0.012084172511979997
2014-03-31,0.09620112507813042
2014-04-30,-0.0020209736787276888
2014-05-30,-0.1591291061879297
2014-06-30,0.05869852073060629
2014-07-31,0.05739287450517396
2014-08-29,0.24398222098756853
2014-09-30,-0.002646017084519758
2014-10-31,0.15171886936592816
2014-11-28,0.012486978262379331
2014-12-31,0.10059726369886796
2015-01-30,-0.0006806028196402527
2015-02-27,-0.029564553093964854
2015-03-31,-0.02959927772761997
2015-04-30,-0.05905271199388846
2015-05-29,-0.10477116466421278
2015-06-30,0.16857420654212096
2015-07-31,0.09336065004514202
2015-08-31,0.02341134801027849
