book,curve,ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,hit_rate,total_growth,n_days
decile_1,gross,0.0517944181666119,0.2018479876746382,0.3512122079027038,0.4075950475883147,-0.3809516472083875,0.13596060955809283,0.5271565495207667,1.285162636005522,1252
decile_1,net,0.046510926844314904,0.201864113639519,0.32625205152369163,0.3658942185063686,-0.38381616022739673,0.12118022028243657,0.5271565495207667,1.2534068101778122,1252
decile_2,gross,0.07541705988320735,0.19721135974583406,0.46731179120088717,0.6347430758831341,-0.3409630239008484,0.22118838289379592,0.512779552715655,1.4351000057659813,1252
decile_2,net,0.06375641092525419,0.19736116260706688,0.4118610178159429,0.5345478571684639,-0.34880733316587476,0.18278403251039144,0.5103833865814696,1.3594361650094662,1252
decile_3,gross,0.0032501285942969638,0.19997518848195575,0.11630239195074565,0.02650310428853372,-0.42030762539159794,0.007732737637745305,0.5,1.016251929308922,1252
decile_3,net,-0.009655283510363266,0.20011525048196563,0.05167302835020657,-0.07839191011034494,-0.43138033408256715,-0.022382298745485286,0.4984025559105431,0.9529403361411716,1252
decile_4,gross,0.05120413354460296,0.189775713861422,0.3580631545767738,0.44657567359281725,-0.4080994387332284,0.12546974752904458,0.518370607028754,1.281583247099583,1252
decile_4,net,0.036564946656429065,0.18987262825230886,0.2841129726757483,0.31809466986550156,-0.41929152677643033,0.08720650030193859,0.5175718849840255,1.1953290214120613,1252
decile_5,gross,0.12107847479991851,0.18883466827992262,0.699742606683516,1.0766744014705623,-0.30237616851916804,0.4004233382309135,0.5191693290734825,1.7644295539702968,1252
decile_5,net,0.1040394166611649,0.18900536279659066,0.6182259452771351,0.9215593597839237,-0.3176144030547109,0.3275651722986993,0.5175718849840255,1.6351526590256698,1252
decile_6,gross,0.12514750146537645,0.19371177649567967,0.7057028902527129,1.0547369473752894,-0.2957744075216787,0.4231180869027818,0.5231629392971247,1.7964767602514173,1252
decile_6,net,0.10822998736061185,0.193869533981461,0.6271173602503188,0.9075202063259177,-0.31502367635354267,0.3435614383445523,0.5215654952076677,1.6662212357307211,1252
decile_7,gross,0.1522011374400971,0.19377599396108347,0.8281815053418047,1.3120300430977865,-0.24280728085039238,0.6268392648978144,0.5295527156549521,2.021567368636632,1252
decile_7,net,0.13471436611780963,0.19382409692638616,0.7490923543954519,1.1561484895333682,-0.24667015189866237,0.54613160563161,0.5279552715654952,1.8736580627442416,1252
decile_8,gross,0.14878583582975713,0.19114029422162623,0.8214394435347635,1.2818226499645093,-0.22198026704072937,0.6702660457763014,0.5135782747603834,1.9919709912845078,1252
decile_8,net,0.132037218894691,0.19132050568730158,0.7440497644180152,1.1325900798676594,-0.23062854618360773,0.5725103031676473,0.5119808306709265,1.8517982314851076,1252
decile_9,gross,0.07452055682690184,0.19908967828454818,0.4606964376070115,0.5990834998101231,-0.2449667631913206,0.304206806899354,0.5207667731629393,1.429166075094501,1252
decile_9,net,0.06025089739377232,0.19928495047102043,0.39334902193566856,0.48259015991409704,-0.2527407532557805,0.23839011563282309,0.5207667731629393,1.3373239420166576,1252
decile_10,gross,0.10743672396011661,0.20276994413263513,0.6047470930858604,0.8819919557611632,-0.2498095752496996,0.4300744831447201,0.5199680511182109,1.6603041593369547,1252
decile_10,net,0.09946815966386402,0.20288747265543264,0.5689096045020229,0.815195548734703,-0.26580779744776584,0.37421084189003373,0.518370607028754,1.6017911806550817,1252
long_short,gross,0.03659600094812698,0.15813401397234125,0.30636940319855527,0.38401693082469374,-0.3217561327906301,0.11373831675165105,0.5,1.195506948543541,1252
long_short,net,0.02351713875735184,0.15829543187027978,0.2260001585789916,0.24579631894336365,-0.3386885187576819,0.06943589007272317,0.4984025559105431,1.1224192761393395,1252
long_only,gross,0.10743672396011661,0.20276994413263513,0.6047470930858604,0.8819919557611632,-0.2498095752496996,0.4300744831447201,0.5199680511182109,1.6603041593369547,1252
long_only,net,0.09946815966386402,0.20288747265543264,0.5689096045020229,0.815195548734703,-0.26580779744776584,0.37421084189003373,0.518370607028754,1.6017911806550817,1252
benchmark_ew,gross,0.09566774321770977,0.16886182930062238,0.6256151226418304,0.9072633144791274,-0.26175652393751203,0.36548370133669755,0.5223642172523961,1.5744712454747984,1252
benchmark_ew,net,0.09442367514652927,0.16887297212185115,0.6188556680099891,0.8954301974384272,-0.2624371362714615,0.35979540276974625,0.5223642172523961,1.5656093753469085,1252
