,0
2010-12-31,-0.05610540842163369
2011-01-31,-0.06752321409285636
2011-02-28,-0.009911751647006587
2011-03-31,-0.012148272593090372
2011-04-29,0.10177682310729243
2011-05-31,0.09045520982083927
2011-06-30,0.10041674007696211
2011-07-29,0.052787443149772593
2011-08-31,0.0644695378781515
2011-09-30,0.0888382753531014
2011-10-31,-0.036032784131136524
2011-11-30,-0.05672105888423553
2011-12-30,0.02663482653930616
2012-01-31,0.008772131088524353
2012-02-29,-0.015954879819519277
2012-03-30,0.10317631670526682
2012-04-30,0.10740465361861447
2012-05-31,-0.01737875751503006
2012-06-29,0.0648063072252289
2012-07-31,-0.002539882159528638
2012-08-31,0.09850897003588015
2012-09-28,0.08886640346561386
2012-10-31,0.05413605654422618
2012-11-30,0.021370933483733933
2012-12-31,0.0440125280501122
2013-01-31,0.017012420049680198
2013-02-28,0.0712433249732999
2013-03-29,0.05737222948891796
2013-04-30,-0.009006276025104102
2013-05-31,0.11604036816147265
2013-06-28,0.027997263989055957
2013-07-31,-0.010354217416869666
2013-08-30,0.08360260641042563
2013-09-30,0.05190855963423853
2013-10-31,0.051618254473017884
2013-11-29,0.05276373105492421
2013-12-31,0.002659498637994552
2014-01-31,0.06467094668378673
2014-02-28,0.022211705379902455
2014-03-31,-0.005119892479569918
2014-04-30,0.02037089748358993
2014-05-30,0.07037452149808598
2014-06-30,-0.0023096732386929547
2014-07-31,0.01039002556010224
2014-08-29,-0.010625802503210012
2014-09-30,0.11772383089532358
2014-10-31,0.11966649466597865
2014-11-28,0.034602666410665645
2014-12-31,0.09803674414697659
2015-01-30,0.04475528302113208
2015-02-27,0.008454177816711265
2015-03-31,-0.01308072432289729
2015-04-30,0.04029721718886875
2015-05-29,0.04261812247248989
2015-06-30,0.0031530366121464482
2015-07-31,0.0736004224016896
2015-08-31,0.055693374773499095
2015-09-30,0.06235320941283765
2015-10-30,0.043106476425905704
2015-11-30,0.010245352981411925
2015-12-31,-0.0015329341317365268
2016-01-29,0.03470548365486623
2016-02-29,0.026737642950571797
2016-03-31,-0.010090600362401449
2016-04-29,0.010469993879975518
2016-05-31,0.03188844755379021
2016-06-30,0.05381320725282901
2016-07-29,-0.018868443926618364
2016-08-31,0.04478005112020447
2016-09-30,0.024091776367105466
2016-10-31,-0.026707690830763325
2016-11-30,0.01648268993075972
2016-12-30,-0.0020034320137280546
2017-01-31,-0.03322880491521966
2017-02-28,0.022507194028776115
2017-03-31,0.06846027384109536
2017-04-28,-0.021722198888795553
2017-05-31,0.07446538586154346
2017-06-30,-0.01897725990903964
2017-07-31,0.0423187932751731
2017-08-31,0.05130394921579686
2017-09-29,0.022143352573410293
2017-10-31,-0.02787649550598202
2017-11-30,0.06081653126612505
2017-12-29,0.055922623690494756
2018-01-31,0.03139318157272629
2018-02-28,0.057810855243420965
2018-03-30,0.014559994239976958
2018-04-30,0.08098697994791978
2018-05-31,0.04296458785835143
2018-06-29,0.0910191160764643
2018-07-31,0.07357824631298525
2018-08-31,0.014770523082092327
2018-09-28,0.03148553394213576
2018-10-31,0.05417282469129876
2018-11-30,0.0808568994275977
2018-12-31,0.020137424549698198
2019-01-31,0.022069048276193104
2019-02-28,-0.031172188688754758
2019-03-29,0.013117300469201875
2019-04-30,0.09965550262201049
2019-05-31,-0.044012048048192184
2019-06-28,-0.022178584714338853
2019-07-31,-0.01653712214848859
2019-08-30,0.051379597518390066
2019-09-30,0.06341372565490262
2019-10-31,0.002586634346537386
2019-11-29,0.03409184836739347
2019-12-31,0.10532096528386112
2020-01-31,-0.06797153588614355
2020-02-28,0.08365243060972243
2020-03-31,-0.012612626450505803
2020-04-30,0.039523358093432374
2020-05-29,0.020362929451717804
2020-06-30,0.09633609734438936
2020-07-31,0.014319705278821114
2020-08-31,-0.017337861351445404
2020-09-30,0.09843274573098292
2020-10-30,0.10076670706682828
2020-11-30,0.06886702746810987
2020-12-31,-0.019813039252157008
2021-01-29,-0.02983519134076536
2021-02-26,0.05263182652730611
2021-03-31,0.07936092544370178
2021-04-30,0.09584764739058955
2021-05-31,0.13138084552338208
2021-06-30,0.11382285529142115
2021-07-30,-0.00012624050496201985
2021-08-31,-0.02072696290785163
2021-09-30,0.1338559274237097
2021-10-29,-0.025766311065244258
2021-11-30,-0.01915774063096252
2021-12-31,0.08446382585530342
2022-01-31,0.016964323857295426
2022-02-28,0.023607262429049716
2022-03-31,0.08099638798555195
2022-04-29,0.0872055968223873
2022-05-31,0.16206208824835297
2022-06-30,0.04666021864087456
2022-07-29,-0.018853899415597664
2022-08-31,-0.017176676706706827
2022-09-30,0.053558710234840934
2022-10-31,0.055744830979323916
2022-11-30,-0.003010572042288169
2022-12-30,0.11459105036420146
2023-01-31,0.05564374391042551
2023-02-28,-0.087542704271842
2023-03-31,-0.004297361189444757
2023-04-28,0.009045540182160729
2023-05-31,-0.03947209388837555
2023-06-30,0.15495565982263929
2023-07-31,0.01511305245220981
2023-08-31,-0.01041690566762267
2023-09-29,0.05297771591086364
2023-10-31,0.04000192000768003
2023-11-30,0.03608260833043332
2023-12-29,0.01531186924747699
2024-01-31,0.05852682610730443
2024-02-29,0.06716167664670658
2024-03-29,-0.02350003000012
2024-04-30,-0.006964059856239425
2024-05-31,-0.04162864651458605
2024-06-28,0.031159708638834552
2024-07-31,0.06069432277729111
2024-08-30,0.013877431509726038
2024-09-30,-0.03803381613526454
2024-10-31,0.031031356125424504
2024-11-29,-0.0125249780999124
2024-12-31,0.04194611978447913
2025-01-31,-0.07704894819579278
2025-02-28,0.01860823443293773
2025-03-31,0.029587126348505393
2025-04-30,-0.0383689534758139
