,decile_1,decile_1,decile_2,decile_2,decile_3,decile_3,decile_4,decile_4,decile_5,decile_5,decile_6,decile_6,decile_7,decile_7,decile_8,decile_8,decile_9,decile_9,decile_10,decile_10,long_short,long_short,long_only,long_only,benchmark_ew,benchmark_ew
,gross,net,gross,net,gross,net,gross,net,gross,net,gross,net,gross,net,gross,net,gross,net,gross,net,gross,net,gross,net,gross,net
date,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-03,0.0014222332401534477,0.00042223324015344763,-0.003809507432285586,-0.004809507432285586,-0.008683746441264018,-0.009683746441264018,-0.004892149915254995,-0.005892149915254995,-0.008248594943343734,-0.009248594943343735,-0.008009093772364806,-0.009009093772364807,-0.009142588326192747,-0.010142588326192747,-0.003682278539387962,-0.004682278539387962,0.00045582120829745776,-0.0005441787917025423,-0.004332117772226418,-0.005332117772226418,-0.005754351012379866,-0.007754351012379866,-0.004332117772226418,-0.005332117772226418,-0.004892202269386914,-0.005892202269386915
2011-01-04,0.0053121573159242985,0.0053121573159242985,0.003280739654144167,0.003280739654144167,0.006293273926474283,0.006293273926474283,0.004310161753970609,0.004310161753970609,0.0006031755812667502,0.0006031755812667502,0.0007940566950574344,0.0007940566950574344,-0.0026419893461586724,-0.0026419893461586724,0.006153557544072798,0.006153557544072798,0.0065915989784076775,0.0065915989784076775,0.003177689840723044,0.003177689840723044,-0.0021682656904172654,-0.0021682656904172654,0.003177689840723044,0.003177689840723044,0.003393918019682098,0.003393918019682098
2011-01-05,-0.005092256994245805,-0.005092256994245805,-0.011963809489427936,-0.011963809489427936,-0.00784407550486843,-0.00784407550486843,-0.006017461316464176,-0.006017461316464176,-0.010209387252350953,-0.010209387252350953,-0.011730326712105187,-0.011730326712105187,-0.009802930014906688,-0.009802930014906688,-0.006528485197553889,-0.006528485197553889,-0.009091265534908612,-0.009091265534908612,-0.0031099861431347986,-0.0031099861431347986,0.0020363433993517005,0.0020363433993517005,-0.0031099861431347986,-0.0031099861431347986,-0.008131656527799975,-0.008131656527799975
2011-01-06,0.005107024668229399,0.005107024668229399,0.0019195031787420454,0.0019195031787420454,0.00659406857256311,0.00659406857256311,-2.2783704751049147e-05,-2.2783704751049147e-05,0.007343710508592596,0.007343710508592596,0.0010184703807337772,0.0010184703807337772,0.007203531620947787,0.007203531620947787,0.012992157521336884,0.012992157521336884,0.001857789247304581,0.001857789247304581,0.0056117085413946045,0.0056117085413946045,0.00047524584506957335,0.00047524584506957335,0.0056117085413946045,0.0056117085413946045,0.004963464727843125,0.004963464727843125
2011-01-07,0.00906538200639497,0.00906538200639497,0.011618501153179184,0.011618501153179184,0.00831725665155621,0.00831725665155621,0.004573558799611041,0.004573558799611041,0.008530934646440448,0.008530934646440448,0.008271936378750669,0.008271936378750669,0.00943137843889166,0.00943137843889166,0.005594823241231731,0.005594823241231731,0.00764230317108458,0.00764230317108458,0.010785114698544668,0.010785114698544668,0.0016819917982343557,0.0016819917982343557,0.010785114698544668,0.010785114698544668,0.008379083963236477,0.008379083963236477
2011-01-10,0.0017767603759633287,0.0017767603759633287,-0.0017840307372810095,-0.0017840307372810095,0.004195376695209751,0.004195376695209751,0.007859672296695165,0.007859672296695165,-0.0032363992283294266,-0.0032363992283294266,0.0035944603013943503,0.0035944603013943503,-0.00027521006031048156,-0.00027521006031048156,-0.006165985348328528,-0.006165985348328528,-0.0022270015730179206,-0.0022270015730179206,0.0034798864360841538,0.0034798864360841538,0.0017235558631896863,0.0017235558631896863,0.0034798864360841538,0.0034798864360841538,0.0007130505570305805,0.0007130505570305805
2011-01-11,0.0017967037936979333,0.0017967037936979333,0.0017567342640676057,0.0017567342640676057,0.005723700971416827,0.005723700971416827,0.010564036609707516,0.010564036609707516,0.007769430253786589,0.007769430253786589,0.005166393634208258,0.005166393634208258,0.009869382218897528,0.009869382218897528,0.0052455252619159195,0.0052455252619159195,0.0022347075216519177,0.0022347075216519177,-2.110461829694097e-05,-2.110461829694097e-05,-0.0018536298786693225,-0.0018536298786693225,-2.110461829694097e-05,-2.110461829694097e-05,0.004995756734969714,0.004995756734969714
2011-01-12,0.000876519252135917,0.000876519252135917,0.006556148286471032,0.006556148286471032,-0.004344649611695128,-0.004344649611695128,0.00437251501068213,0.00437251501068213,-0.00361626094581181,-0.00361626094581181,-0.0019635288337112797,-0.0019635288337112797,0.0008938029735635391,0.0008938029735635391,-0.0030404807053556614,-0.0030404807053556614,-0.0004933256777953591,-0.0004933256777953591,-0.001168343451463041,-0.001168343451463041,-0.002088284829476311,-0.002088284829476311,-0.001168343451463041,-0.001168343451463041,-0.00019437751865093212,-0.00019437751865093212
2011-01-13,-0.006446416544525992,-0.006446416544525992,0.0012604236401461731,0.0012604236401461731,0.0011794744164922212,0.0011794744164922212,-0.0022433062200546768,-0.0022433062200546768,-0.0013165942932654247,-0.0013165942932654247,-0.005619099266050844,-0.005619099266050844,-0.005670971932823091,-0.005670971932823091,0.0009650436518226144,0.0009650436518226144,-0.0011990920025881542,-0.0011990920025881542,0.0020083481063621175,0.0020083481063621175,0.008666774414587573,0.008666774414587573,0.0020083481063621175,0.0020083481063621175,-0.0017063641244108147,-0.0017063641244108147
2011-01-14,-0.0060013195661963985,-0.0060013195661963985,-0.004161238341361263,-0.004161238341361263,-0.007983393779074591,-0.007983393779074591,-0.0036178836490592162,-0.0036178836490592162,-0.0009456970151528517,-0.0009456970151528517,-0.013636928464067326,-0.013636928464067326,-0.009071586170062828,-0.009071586170062828,-0.0027072307020023305,-0.0027072307020023305,-0.006569397506070569,-0.006569397506070569,-0.008149100432053129,-0.008149100432053129,-0.0021932617972864285,-0.0021932617972864285,-0.008149100432053129,-0.008149100432053129,-0.0062732920589527105,-0.0062732920589527105
2011-01-17,0.004459772456156523,0.004459772456156523,0.0013023533821192915,0.0013023533821192915,0.0072084732800499025,0.0072084732800499025,0.004546181757851332,0.004546181757851332,0.008689651779416038,0.008689651779416038,0.008275300628879469,0.008275300628879469,0.010478078357629175,0.010478078357629175,0.008508784376107286,0.008508784376107286,0.010422717955014748,0.010422717955014748,0.00547461002674092,0.00547461002674092,0.0010247145023061972,0.0010247145023061972,0.00547461002674092,0.00547461002674092,0.006921632340330588,0.006921632340330588
2011-01-18,-0.0038372875433623603,-0.0038372875433623603,-0.000452836110134107,-0.000452836110134107,0.0019138533635167571,0.0019138533635167571,0.006735795380868884,0.006735795380868884,0.0010853580381575936,0.0010853580381575936,-0.0009940431058171031,-0.0009940431058171031,-0.0024750748802913353,-0.0024750748802913353,-0.0018599426103590652,-0.0018599426103590652,0.0006720500654896549,0.0006720500654896549,0.001881113667235298,0.001881113667235298,0.005782470010786011,0.005782470010786011,0.001881113667235298,0.001881113667235298,0.00027655664622161036,0.00027655664622161036
2011-01-19,0.025821863358883625,0.025821863358883625,0.030782876857135273,0.030782876857135273,0.020957474050211623,0.020957474050211623,0.021952535552617905,0.021952535552617905,0.019129902911795907,0.019129902911795907,0.02414206273871844,0.02414206273871844,0.022551395629532817,0.022551395629532817,0.019015353324896456,0.019015353324896456,0.021214150412390182,0.021214150412390182,0.021534388648912307,0.021534388648912307,-0.0041364492650272176,-0.0041364492650272176,0.021534388648912307,0.021534388648912307,0.02269963559525698,0.02269963559525698
2011-01-20,0.02043355964860352,0.02043355964860352,0.015387636676049447,0.015387636676049447,0.016601476167697114,0.016601476167697114,0.015410182451257836,0.015410182451257836,0.01425924896215754,0.01425924896215754,0.015653545197008886,0.015653545197008886,0.01656815489315453,0.01656815489315453,0.015790897016897586,0.015790897016897586,0.01545394563511749,0.01545394563511749,0.015133306011352331,0.015133306011352331,-0.005418538986498489,-0.005418538986498489,0.015133306011352331,0.015133306011352331,0.01606992234757467,0.01606992234757467
2011-01-21,0.0047357169245659855,0.0047357169245659855,-0.0007222859765503465,-0.0007222859765503465,0.009176355766810196,0.009176355766810196,0.000590673503173839,0.000590673503173839,-0.0010168935714418331,-0.0010168935714418331,0.001963054894465766,0.001963054894465766,0.000943296943122696,0.000943296943122696,0.0038158834135289085,0.0038158834135289085,0.0015219814677162082,0.0015219814677162082,0.001969935509088262,0.001969935509088262,-0.0029307004856565576,-0.0029307004856565576,0.001969935509088262,0.001969935509088262,0.002302209473091833,0.002302209473091833
2011-01-24,-0.0017213700272222013,-0.0017213700272222013,0.0005322603232210218,0.0005322603232210218,-0.003439357210313664,-0.003439357210313664,-0.006725035417600249,-0.006725035417600249,-0.004999143286517619,-0.004999143286517619,-0.0022630118745570983,-0.0022630118745570983,-0.005382866615543208,-0.005382866615543208,-0.006609183343772916,-0.006609183343772916,-0.010213767412846306,-0.010213767412846306,-0.0029141005985401417,-0.0029141005985401417,-0.0012561891435178075,-0.0012561891435178075,-0.0029141005985401417,-0.0029141005985401417,-0.004375638320848396,-0.004375638320848396
